UF;NACIONALIDADE;CLASSIFICACAO;QTD
PE;BÓSNIA-HERZEGOVINA;Residente;1
PE;MOÇAMBIQUE;Provisório;1
PE;ETIÓPIA;Temporário;2
PE;CORÉIA DO SUL;Temporário;2
PE;LÍBANO;Provisório;1
PE;eritréia;Residente;1
PE;SÍRIA;Temporário;1
PE;SUDÃO;Temporário;1
PE;VIETINA;Residente;1
PE;SAMOA OCIDENTAL;Residente;2
PE;ESLOVÊNIA;Residente;2
PE;ARMÊNIA;Provisório;1
PE;COSTA DO MARFIM;Residente;3
PE;TCHECOSLOVAQUIA;Residente;1
PE;NICARÁGUA;Temporário;1
PE;FINLÂNDIA;Temporário;1
PE;GUINÉ;Residente;1
PE;BANGLADESH;Residente;1
PE;BENIN;Provisório;1
PE;GABÃO;Residente;1
PE;GANA;Residente;1
PE;SAO TOMÉ E PRÍNCIPE;Temporário;1
PE;AFEGANISTÃO;Temporário;1
PE;BURUNDI;Temporário;2
PE;SRI LANKA;Temporário;1
PE;INDIA;Provisório;1
PR;CUBA;Provisório;11796
PR;VENEZUELA;Temporário;43771
PR;COLÔMBIA;Residente;2849
PR;TAILÂNDIA;Temporário;4
PR;CHINA;Residente;3154
PR;VENEZUELA;Residente;41278
PR;ALEMANHA;Residente;1546
PR;HAITI;Residente;18416
PR;ARGENTINA;Residente;6935
PR;COSTA RICA;Temporário;14
PR;INDIA;Residente;319
PR;PORTUGAL;Residente;3667
PR;TOGO;Residente;23
PR;POLÔNIA;Residente;692
PR;ESTADOS UNIDOS;Residente;1381
PR;CUBA;Residente;1606
PR;HAITI;Temporário;2356
PR;PARAGUAI;Residente;11951
PR;MARROCOS;Provisório;99
PR;ESPANHA;Residente;1253
PR;ANGOLA;Temporário;443
PR;COLÔMBIA;Temporário;1962
PR;URUGUAI;Residente;1017
PR;EQUADOR;Residente;259
PR;JAPÃO;Residente;2866
PR;INDIA;Temporário;161
PR;CHILE;Residente;1590
PR;CHINA;Provisório;16
PR;DINAMARCA;Residente;73
PR;CANADÁ;Residente;234
PR;ITÁLIA;Residente;1652
PR;ANGOLA;Residente;408
PR;ESTADOS UNIDOS;Temporário;228
PR;RÚSSIA;Residente;309
PR;PAÍSES BAIXOS;Residente;546
PR;UCRÂNIA;Residente;169
PR;EQUADOR;Temporário;159
PR;BOLÍVIA;Residente;997
PR;FILIPINAS;Residente;135
PR;FRANÇA;Residente;748
PR;MOÇAMBIQUE;Temporário;126
PR;INDONÉSIA;Residente;45
PR;GUINÉ BISSAU;Temporário;142
PR;SUÍCA;Residente;279
PR;MÉXICO;Residente;326
PR;PERU;Temporário;679
PR;PERU;Residente;1599
PR;SÍRIA;Residente;795
PR;HONDURAS;Residente;23
PR;REINO UNIDO;Residente;465
PR;FINLÂNDIA;Residente;36
PR;PORTUGAL;Temporário;67
PR;VENEZUELA;Provisório;1446
PR;MARROCOS;Residente;220
PR;PARAGUAI;Temporário;6639
PR;CORÉIA DO SUL;Residente;480
PR;SUÉCIA;Residente;128
PR;ISRAEL;Residente;54
PR;BÉLGICA;Residente;153
PR;GUINÉ BISSAU;Residente;147
PR;CABO VERDE;Residente;23
PR;EGITO;Residente;279
PR;AFEGANISTÃO;Temporário;34
PR;LÍBIA;Residente;168
PR;BELARUS;Residente;25
PR;NICARÁGUA;Residente;22
PR;NIGÉRIA;Residente;140
PR;FRANÇA;Temporário;66
PR;BOLÍVIA;Temporário;267
PR;IRAQUE;Residente;39
PR;MOÇAMBIQUE;Residente;47
PR;QUIRGUISTÃO;Residente;6
PR;CHINA;Temporário;106
PR;EL SALVADOR;Residente;65
PR;APÁTRIDA;Residente;122
PR;AUSTRIA;Residente;142
PR;GUINÉ BISSAU;Provisório;14
PR;COSTA RICA;Residente;29
PR;NIGÉRIA;Provisório;18
PR;CROÁCIA;Residente;8
PR;CONGO;Residente;50
PR;GEÓRGIA;Residente;5
PR;NORUEGA;Residente;34
PR;ALEMANHA;Temporário;60
PR;CHILE;Temporário;203
PR;CUBA;Temporário;212
PR;RÚSSIA;Provisório;42
PR;ARGÉLIA;Residente;25
PR;TAILÂNDIA;Residente;7
PR;LÍBANO;Residente;3185
PR;PAQUISTÃO;Residente;122
PR;PALESTINA;Residente;93
PR;UCRÂNIA;Temporário;62
PR;ARGENTINA;Provisório;29
PR;IRÃ;Temporário;6
PR;GRÉCIA;Residente;52
PR;PANAMÁ;Residente;36
PR;AFRICA DO SUL;Residente;55
PR;JAPÃO;Temporário;41
PR;SERVIA E MONTENEGRO;Residente;49
PR;MÉXICO;Temporário;87
PR;COLÔMBIA;Provisório;136
PR;ESPANHA;Provisório;5
PR;GUIANA FRANCESA;Residente;11
PR;QUÊNIA;Residente;9
PR;AUSTRÁLIA;Residente;79
PR;LÍBANO;Provisório;252
PR;CONGO;Temporário;64
PR;ISRAEL;Temporário;4
PR;REP. DOMINICANA;Residente;73
PR;GUATEMALA;Residente;22
PR;ROMÊNIA;Residente;102
PR;LETÔNIA;Residente;14
PR;TUNÍSIA;Residente;75
PR;HONDURAS;Provisório;2
PR;NÍGER;Provisório;4
PR;BOLÍVIA;Provisório;11
PR;IRÃ;Residente;77
PR;ESLOVÁQUIA;Residente;14
PR;TOGO;Provisório;30
PR;PARAGUAI;Fronteiriço;2507
PR;MALTA;Residente;20
PR;IÊMEN;Residente;85
PR;NOVA ZELÂNDIA;Residente;30
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;11
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;42
PR;PARAGUAI;Provisório;27
PR;BENIN;Residente;48
PR;NEPAL;Temporário;3
PR;RUANDA;Residente;3
PR;SENEGAL;Residente;828
PR;REP. MONTENEGRO;Residente;1
PR;BENIN;Temporário;20
PR;NOVA ZELÂNDIA;Temporário;2
PR;JORDÂNIA;Residente;121
PR;SAO TOMÉ E PRÍNCIPE;Residente;10
PR;ESTÔNIA;Residente;13
PR;CABO VERDE;Temporário;22
PR;HONDURAS;Temporário;31
PR;EQUADOR;Provisório;23
PR;GUIANA;Temporário;18
PR;GANA;Residente;94
PR;VIETINA;Residente;6
PR;TURQUIA;Residente;99
PR;NIGÉRIA;Temporário;37
PR;GRANADA;Residente;8
PR;FILIPINAS;Temporário;9
PR;UCRÂNIA;Provisório;3
PR;UGANDA;Residente;2
PR;ITÁLIA;Temporário;46
PR;IRLANDA;Residente;35
PR;ARGENTINA;Temporário;320
PR;GUIANA;Residente;15
PR;BANGLADESH;Residente;608
PR;ANGOLA;Provisório;18
PR;TURQUIA;Temporário;2
PR;MAURITÂNIA;Provisório;69
PR;TUNÍSIA;Provisório;46
PR;EMIRADOS ÁRABES;Residente;1
PR;PANAMÁ;Temporário;15
PR;PERU;Provisório;26
PR;GUINÉ EQUATORIAL;Temporário;13
PR;PAQUISTÃO;Temporário;9
PR;MAURITÂNIA;Residente;10
PR;LITUÂNIA;Residente;32
PR;HUNGRIA;Residente;41
PR;SÍRIA;Temporário;23
PR;SUÉCIA;Temporário;8
PR;REPÚBLICA TCHECA;Residente;23
PR;SÍRIA;Provisório;9
PR;TURQUIA;Provisório;1
PR;CAZAQUISTÃO;Temporário;2
PR;ANTÍGUA;Residente;2
PR;SÉRVIA;Residente;16
PR;CAMARÕES;Residente;9
PR;MONGÓLIA;Residente;2
PR;PAÍSES BAIXOS;Temporário;12
PR;CINGAPURA;Residente;9
PR;MADAGASCAR;Residente;3
PR;HAITI;Provisório;24
PR;URUGUAI;Temporário;23
PR;TURCAS E CAICOS;Residente;1
PR;MALÁSIA;Residente;16
PR;REP. DOMINICANA;Provisório;59
PR;AFEGANISTÃO;Residente;59
PR;AFRICA DO SUL;Temporário;4
PR;HONG-KONG (R.A.E.);Residente;5
PR;ZÂMBIA;Residente;2
PR;TCHECOSLOVAQUIA;Residente;10
PR;COSTA DO MARFIM;Temporário;3
PR;CANADÁ;Temporário;6
PR;BULGÁRIA;Residente;13
PR;UNIÃO SOVIÉTICA;Residente;7
PR;INDONÉSIA;Temporário;3
PR;NICARÁGUA;Provisório;7
PR;MACAU (R.A.E.);Residente;1
PR;GUATEMALA;Temporário;9
PR;ARGÉLIA;Temporário;1
PR;NICARÁGUA;Temporário;11
PR;BUTÃO;Residente;2
PR;SENEGAL;Temporário;118
PR;IRÃ;Provisório;3
PR;ESTADOS UNIDOS;Provisório;3
PR;TAIWAN, PROVINCIA DA CHINA;Residente;59
PR;EL SALVADOR;Temporário;20
PR;CONGO;Provisório;8
PR;ESPANHA;Temporário;15
PR;GUINÉ;Residente;59
PR;TRINIDAD E TOBAGO;Residente;1
PR;BÓSNIA-HERZEGOVINA;Residente;2
PR;CAMARÕES;Provisório;11
PR;COSTA RICA;Provisório;7
PR;TONGA;Residente;1
PR;BURUNDI;Residente;6
PR;REP. DOMINICANA;Temporário;15
PR;IÊMEN;Provisório;3
PR;PALESTINA;Provisório;4
PR;SURINAME;Provisório;3
PR;PAQUISTÃO;Provisório;13
PR;SERRA LEOA;Provisório;10
PR;KUAITE;Residente;2
PR;RÚSSIA;Temporário;6
PR;CORÉIA DO SUL;Temporário;15
PR;RUANDA;Temporário;1
PR;GANA;Temporário;14
PR;BURUNDI;Temporário;2
PR;INFNI;Residente;2
PR;GUINÉ EQUATORIAL;Residente;6
PR;TIMOR LESTE;Residente;5
PR;LÍBIA;Provisório;5
PR;SERRA LEOA;Residente;98
PR;ESLOVÊNIA;Residente;4
PR;GRÉCIA;Temporário;1
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;3
PR;COSTA DO MARFIM;Residente;8
PR;SUÍCA;Provisório;2
PR;DOMINICA;Provisório;2
PR;ARMÊNIA;Residente;1
PR;LÍBANO;Temporário;31
PR;JORDÂNIA;Temporário;2
PR;REINO UNIDO;Temporário;7
PR;BELARUS;Temporário;1
PR;ARÁBIA SAUDITA;Residente;3
PR;NEPAL;Provisório;2
PR;ISLÂNDIA;Residente;6
PR;BHUTAN;Residente;1
PR;EGITO;Provisório;19
PR;TRINIDAD E TOBAGO;Provisório;3
PR;SURINAME;Temporário;4
PR;ARÁBIA SAUDITA;Provisório;2
PR;FIJI, ILHAS;Residente;1
PR;ANDORRA;Residente;2
PR;GANA;Provisório;21
PR;TAIWAN, PROVINCIA DA CHINA;Temporário;10
PR;SUDÃO;Residente;36
PR;TOGO;Temporário;16
PR;BÉLGICA;Temporário;6
PR;CROÁCIA;Temporário;3
PR;FILIPINAS;Provisório;6
PR;LUXEMBURGO;Residente;3
PR;GABÃO;Temporário;9
PR;ALBÂNIA;Residente;3
PR;SAO TOMÉ E PRÍNCIPE;Temporário;6
PR;AFRICA DO SUL;Provisório;2
PR;POLÔNIA;Temporário;7
PR;BELARUS;Provisório;1
PR;GABÃO;Residente;2
PR;URUGUAI;Provisório;5
PR;BURKINA FASO;Temporário;1
PR;PORTO RICO;Residente;2
PR;INDONÉSIA;Provisório;2
PR;SUÍCA;Temporário;8
PR;ETIÓPIA;Residente;2
PR;EMIRADOS ÁRABES;Provisório;1
PR;FINLÂNDIA;Temporário;10
PR;GRANADA;Provisório;1
PR;CAMARÕES;Temporário;23
PR;PORTUGAL;Provisório;4
PR;TANZÂNIA;Residente;4
PR;BOTSUANA;Provisório;1
PR;SAMOA OCIDENTAL;Residente;2
PR;BARBADOS;Residente;2
PR;NEPAL;Residente;5
PR;LÍBIA;Temporário;1
PR;VIETNAM DO NORTE;Residente;2
PR;HUNGRIA;Temporário;2
PR;CAZAQUISTÃO;Residente;1
PR;ESTÔNIA;Temporário;2
PR;ISRAEL;Provisório;2
PR;SURINAME;Residente;4
PR;CHILE;Provisório;6
RS;SUDÃO;Residente;20
RS;SÍRIA;Temporário;1
RS;JORDÂNIA;Provisório;6
RS;ARGÉLIA;Provisório;2
RS;INFNI;Residente;1
RS;JORDÂNIA;Temporário;1
RS;LÍBANO;Provisório;3
RS;ARÁBIA SAUDITA;Residente;2
ES;PORTUGAL;Residente;1165
ES;VENEZUELA;Temporário;791
ES;BOLÍVIA;Residente;187
ES;ITÁLIA;Residente;763
ES;ALEMANHA;Residente;285
ES;ROMÊNIA;Residente;9
ES;MÉXICO;Residente;62
ES;ALEMANHA;Temporário;16
ES;VENEZUELA;Residente;1047
ES;FILIPINAS;Residente;41
ES;CHILE;Temporário;41
ES;FRANÇA;Residente;189
ES;ESPANHA;Residente;232
ES;HAITI;Residente;52
ES;ESTADOS UNIDOS;Residente;406
ES;ESTADOS UNIDOS;Temporário;54
ES;JAPÃO;Residente;202
ES;MALÁSIA;Residente;8
ES;URUGUAI;Residente;142
ES;CUBA;Residente;261
ES;ANGOLA;Residente;69
ES;COLÔMBIA;Temporário;452
ES;CHINA;Residente;322
ES;MARROCOS;Provisório;5
ES;HONDURAS;Residente;6
ES;LÍBIA;Residente;92
ES;CANADÁ;Residente;60
ES;PARAGUAI;Temporário;17
ES;PERU;Residente;243
ES;ARGENTINA;Residente;519
ES;TUNÍSIA;Residente;10
ES;POLÔNIA;Residente;48
ES;SÉRVIA;Residente;6
ES;EQUADOR;Residente;47
ES;INDONÉSIA;Temporário;9
ES;PAÍSES BAIXOS;Residente;70
ES;MYANMAR;Residente;1
ES;COLÔMBIA;Residente;656
ES;INDIA;Temporário;66
ES;AUSTRIA;Residente;38
ES;AFRICA DO SUL;Residente;13
ES;PAÍSES BAIXOS;Temporário;30
ES;CHILE;Residente;320
ES;PANAMÁ;Residente;14
ES;PORTUGAL;Temporário;79
ES;REP. DOMINICANA;Residente;5
ES;REINO UNIDO;Residente;122
ES;GRÉCIA;Residente;32
ES;SUÉCIA;Temporário;11
ES;SENEGAL;Provisório;1
ES;BÉLGICA;Residente;43
ES;JORDÂNIA;Residente;8
ES;NICARÁGUA;Residente;12
ES;LÍBANO;Residente;60
ES;VENEZUELA;Provisório;70
ES;PARAGUAI;Residente;60
ES;GUINÉ BISSAU;Residente;48
ES;CUBA;Provisório;124
ES;SUÍCA;Residente;86
ES;NORUEGA;Residente;32
ES;PERU;Temporário;61
ES;ESTÔNIA;Residente;1
ES;RÚSSIA;Residente;56
ES;PAQUISTÃO;Residente;9
ES;SÍRIA;Residente;41
ES;GABÃO;Temporário;5
ES;AFEGANISTÃO;Residente;7
ES;COSTA DO MARFIM;Residente;3
ES;INDIA;Residente;42
ES;LITUÂNIA;Residente;2
ES;REINO UNIDO;Temporário;67
ES;LETÔNIA;Residente;2
ES;ARGÉLIA;Residente;18
ES;CINGAPURA;Residente;12
ES;GUINÉ BISSAU;Temporário;21
ES;CORÉIA DO SUL;Residente;63
ES;PALESTINA;Residente;23
ES;CHINA;Temporário;31
ES;AUSTRÁLIA;Residente;24
ES;SAO TOMÉ E PRÍNCIPE;Temporário;1
ES;UZBEQUISTÃO;Residente;4
ES;EQUADOR;Temporário;34
ES;FRANÇA;Temporário;12
ES;BOLÍVIA;Temporário;27
ES;CINGAPURA;Temporário;6
ES;SENEGAL;Residente;51
ES;COLÔMBIA;Provisório;6
ES;CONGO;Temporário;18
ES;BULGÁRIA;Residente;7
ES;TAILÂNDIA;Residente;2
ES;ISLÂNDIA;Temporário;1
ES;QUÊNIA;Temporário;3
ES;HAITI;Temporário;13
ES;FILIPINAS;Temporário;22
ES;REPÚBLICA TCHECA;Residente;7
ES;FINLÂNDIA;Residente;11
ES;CABO VERDE;Residente;17
ES;ARGENTINA;Temporário;48
ES;MALÁSIA;Temporário;3
ES;NIGÉRIA;Temporário;3
ES;SUÉCIA;Residente;25
ES;BENIN;Residente;5
ES;INDONÉSIA;Residente;8
ES;BANGLADESH;Residente;52
ES;CABO VERDE;Temporário;10
ES;AFRICA DO SUL;Temporário;11
ES;BENIN;Temporário;6
ES;ESLOVÁQUIA;Residente;3
ES;EGITO;Residente;25
ES;MALAVI;Temporário;1
ES;ANGOLA;Temporário;22
ES;REP. MONTENEGRO;Temporário;1
ES;MOÇAMBIQUE;Temporário;33
ES;MOÇAMBIQUE;Residente;14
ES;ESPANHA;Temporário;15
ES;COSTA RICA;Residente;8
ES;POLÔNIA;Temporário;22
ES;UCRÂNIA;Temporário;7
ES;ZIMBÁBUE;Residente;2
ES;IRÃ;Residente;2
ES;CUBA;Temporário;25
ES;ARMÊNIA;Residente;3
ES;IRLANDA;Residente;9
ES;ITÁLIA;Temporário;23
ES;UCRÂNIA;Residente;14
ES;CAMARÕES;Temporário;6
ES;QUÊNIA;Residente;3
ES;ZÂMBIA;Residente;1
ES;NOVA ZELÂNDIA;Residente;9
ES;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
ES;BANGLADESH;Provisório;11
ES;PAQUISTÃO;Temporário;1
ES;ISRAEL;Residente;8
ES;IÊMEN;Residente;1
ES;TURQUIA;Residente;22
ES;CROÁCIA;Temporário;5
ES;CONGO;Residente;4
ES;RÚSSIA;Temporário;7
ES;BANGLADESH;Temporário;6
ES;CANADÁ;Temporário;6
ES;ITÁLIA;Provisório;2
ES;MARROCOS;Residente;16
ES;MÉXICO;Provisório;1
ES;ESLOVÊNIA;Residente;1
ES;GUIANA FRANCESA;Residente;3
ES;EL SALVADOR;Residente;9
ES;CONGO;Provisório;1
ES;CROÁCIA;Residente;10
ES;CAMARÕES;Residente;3
ES;CAZAQUISTÃO;Residente;3
ES;SUDÃO;Residente;2
ES;FINLÂNDIA;Temporário;1
ES;DINAMARCA;Residente;20
ES;NIGÉRIA;Residente;7
ES;LIBÉRIA;Residente;1
ES;ISLÂNDIA;Residente;3
ES;HONG-KONG (R.A.E.);Residente;1
ES;SAO TOMÉ E PRÍNCIPE;Residente;3
ES;ROMÊNIA;Temporário;4
ES;CAZAQUISTÃO;Temporário;1
ES;LUXEMBURGO;Residente;1
ES;ETIÓPIA;Residente;3
ES;SRI LANKA;Residente;1
ES;MAURÍCIO;Residente;1
ES;BÓSNIA-HERZEGOVINA;Residente;4
ES;COSTA DO MARFIM;Temporário;2
ES;NORUEGA;Temporário;10
ES;SERVIA E MONTENEGRO;Residente;2
ES;LETÔNIA;Temporário;1
ES;EGITO;Temporário;3
ES;LITUÂNIA;Temporário;2
ES;UGANDA;Residente;1
ES;MAURITÂNIA;Residente;1
ES;ARÁBIA SAUDITA;Residente;3
ES;MÉXICO;Temporário;7
ES;ESTÔNIA;Temporário;1
ES;MAURITÂNIA;Provisório;2
ES;GANA;Temporário;5
ES;GEÓRGIA;Residente;2
ES;AUSTRIA;Temporário;2
ES;VIETINA;Residente;3
ES;REP. DOMINICANA;Temporário;2
ES;CAMBOJA;Residente;1
ES;IRAQUE;Residente;2
ES;BURKINA FASO;Temporário;1
ES;HONDURAS;Temporário;4
ES;RÚSSIA;Provisório;1
ES;MALTA;Residente;2
ES;APÁTRIDA;Residente;3
ES;BURUNDI;Temporário;1
ES;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;4
ES;TRINIDAD E TOBAGO;Residente;1
ES;HUNGRIA;Residente;6
ES;GANA;Residente;3
ES;ZÂMBIA;Temporário;1
ES;SENEGAL;Temporário;1
ES;BÉLGICA;Temporário;1
ES;DINAMARCA;Temporário;1
ES;TUNÍSIA;Provisório;1
ES;GUINÉ EQUATORIAL;Temporário;2
ES;GUIANA;Residente;1
ES;BELARUS;Residente;3
ES;TURQUIA;Temporário;1
ES;NOVA ZELÂNDIA;Temporário;1
ES;PANAMÁ;Temporário;1
ES;GRÉCIA;Temporário;2
ES;MARROCOS;Temporário;1
ES;TCHECOSLOVAQUIA;Residente;1
ES;SUÍCA;Temporário;2
ES;LÍBANO;Provisório;1
ES;GUATEMALA;Residente;2
ES;UNIÃO SOVIÉTICA;Residente;1
ES;ARGENTINA;Provisório;1
ES;URUGUAI;Temporário;2
ES;SAMOA OCIDENTAL;Residente;1
ES;BAHAMA,IS;Residente;1
ES;IRLANDA;Temporário;2
ES;BARBADOS;Residente;1
ES;TOGO;Temporário;1
ES;GÂMBIA;Residente;2
ES;GUATEMALA;Temporário;1
ES;AFEGANISTÃO;Temporário;1
RJ;CHADE;Temporário;1
RJ;GRANADA;Temporário;1
RJ;REP. MONTENEGRO;Residente;2
RJ;CANADÁ;Provisório;1
RJ;OMÃ, SULTANATO DE;Temporário;1
RJ;NACIONALIDADE INDEFINIDA;Residente;1
RJ;HONG-KONG (R.A.E.);Temporário;1
PR;MARROCOS;Temporário;4
PR;MOLDOVA;Residente;3
PR;BANGLADESH;Temporário;63
PR;SENEGAL;Provisório;16
PR;JAMAICA;Temporário;4
PR;BENIN;Provisório;9
PR;MAURÍCIO;Residente;2
PR;ITÁLIA;Provisório;2
PR;IUGUSLAVIA;Residente;1
PR;BANGLADESH;Provisório;32
PR;MALI;Residente;14
PR;GÂMBIA;Residente;13
PR;ARGÉLIA;Provisório;2
PR;ZÂMBIA;Temporário;1
PR;JAMAICA;Residente;1
PR;ESLOVÊNIA;Temporário;3
PR;GUINÉ;Provisório;10
MS;PARAGUAI;Residente;7361
MS;CORÉIA DO SUL;Residente;86
MS;CHINA;Residente;433
MS;PARAGUAI;Temporário;3759
MS;JAPÃO;Residente;711
MS;PARAGUAI;Fronteiriço;208
MS;VENEZUELA;Temporário;7707
MS;CHILE;Residente;83
MS;LÍBANO;Residente;284
MS;VENEZUELA;Residente;6101
MS;CUBA;Residente;139
MS;BANGLADESH;Residente;43
MS;LÍBANO;Provisório;7
MS;IRÃ;Residente;14
MS;BOLÍVIA;Temporário;1450
MS;URUGUAI;Residente;96
MS;ARGENTINA;Residente;288
MS;EQUADOR;Residente;37
MS;HONG-KONG (R.A.E.);Residente;1
MS;ARGENTINA;Fronteiriço;1
MS;RÚSSIA;Residente;12
MS;COLÔMBIA;Temporário;284
MS;FRANÇA;Residente;61
MS;PORTUGAL;Residente;547
MS;BOLÍVIA;Residente;2561
MS;ESPANHA;Residente;155
MS;PAÍSES BAIXOS;Residente;60
MS;INDIA;Residente;25
MS;ALEMANHA;Residente;125
MS;BANGLADESH;Temporário;4
MS;PERU;Residente;203
MS;COLÔMBIA;Residente;341
MS;SÍRIA;Residente;58
MS;CUBA;Provisório;253
MS;JORDÂNIA;Residente;40
MS;ESTADOS UNIDOS;Residente;163
MS;PORTUGAL;Temporário;15
MS;ANGOLA;Residente;36
MS;BULGÁRIA;Residente;4
MS;REINO UNIDO;Residente;47
MS;PAQUISTÃO;Residente;23
MS;MALÁSIA;Residente;14
MS;NIGÉRIA;Temporário;6
MS;MARROCOS;Residente;16
MS;TAIWAN, PROVINCIA DA CHINA;Temporário;2
MS;TUNÍSIA;Residente;4
MS;VENEZUELA;Provisório;553
MS;POLÔNIA;Residente;22
MS;ITÁLIA;Residente;169
MS;HAITI;Temporário;414
MS;PANAMÁ;Residente;7
MS;FILIPINAS;Residente;20
MS;ARGENTINA;Provisório;3
MS;FINLÂNDIA;Temporário;40
MS;CHINA;Temporário;33
MS;HAITI;Residente;1629
MS;GUINÉ BISSAU;Temporário;50
MS;NICARÁGUA;Residente;2
MS;CABO VERDE;Temporário;21
MS;SAO TOMÉ E PRÍNCIPE;Temporário;5
MS;ARGENTINA;Temporário;18
MS;REP. DOMINICANA;Provisório;18
MS;COLÔMBIA;Provisório;80
MS;AUSTRIA;Temporário;8
MS;PERU;Temporário;86
MS;SUÉCIA;Temporário;12
MS;UCRÂNIA;Residente;6
MS;NIGÉRIA;Residente;12
MS;SENEGAL;Residente;27
MS;BÉLGICA;Temporário;2
MS;SUÍCA;Residente;30
MS;PERU;Provisório;17
MS;ALEMANHA;Temporário;6
MS;CABO VERDE;Residente;8
MS;MÉXICO;Residente;14
MS;IRÃ;Temporário;3
MS;PALESTINA;Residente;8
MS;IRLANDA;Residente;7
MS;MOÇAMBIQUE;Temporário;53
MS;CINGAPURA;Residente;2
MS;CHILE;Temporário;30
MS;EQUADOR;Temporário;14
MS;MARROCOS;Provisório;3
MS;LITUÂNIA;Residente;5
MS;ROMÊNIA;Residente;9
MS;HONDURAS;Temporário;5
MS;ANGOLA;Temporário;68
MS;COSTA RICA;Residente;6
MS;PARAGUAI;Provisório;4
MS;AUSTRÁLIA;Residente;12
MS;MÉXICO;Temporário;8
MS;ESPANHA;Temporário;6
MS;EQUADOR;Provisório;12
MS;ROMÊNIA;Temporário;2
MS;BOLÍVIA;Provisório;14
MS;REP. DOMINICANA;Residente;22
MS;NOVA ZELÂNDIA;Residente;4
MS;IÊMEN;Residente;17
MS;BÉLGICA;Residente;13
MS;GUINÉ;Residente;10
MS;GUATEMALA;Provisório;6
MS;PAQUISTÃO;Temporário;6
MS;CUBA;Temporário;23
MS;LUXEMBURGO;Temporário;1
MS;GUATEMALA;Residente;6
MS;PANAMÁ;Temporário;3
MS;MOÇAMBIQUE;Residente;7
MS;CONGO;Temporário;4
MS;ALEMANHA;Provisório;1
MS;GUINÉ BISSAU;Residente;26
MS;AUSTRIA;Residente;9
MS;CHILE;Provisório;6
MS;IRAQUE;Residente;5
MS;MAURÍCIO;Residente;1
MS;SAO TOMÉ E PRÍNCIPE;Residente;4
MS;ISRAEL;Residente;2
MS;SERVIA E MONTENEGRO;Residente;7
MS;PORTUGAL;Provisório;1
MS;ARÁBIA SAUDITA;Residente;2
MS;TURQUIA;Residente;2
MS;GANA;Temporário;2
MS;APÁTRIDA;Residente;8
MS;CANADÁ;Residente;13
MS;TOGO;Residente;6
MS;BELARUS;Residente;2
MS;SUÉCIA;Residente;3
MS;INDIA;Temporário;4
MS;ETIÓPIA;Temporário;3
MS;JAPÃO;Temporário;3
MS;ARGÉLIA;Residente;6
MS;BURUNDI;Temporário;2
MS;GUIANA;Residente;3
MS;PAQUISTÃO;Provisório;6
MS;ESTADOS UNIDOS;Temporário;7
MS;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
MS;BANGLADESH;Provisório;2
MS;HONDURAS;Residente;6
MS;EGITO;Residente;16
MS;TANZÂNIA;Temporário;2
MS;DINAMARCA;Residente;2
MS;QUÊNIA;Temporário;4
MS;REPÚBLICA TCHECA;Residente;4
MS;HAITI;Provisório;7
MS;CAMARÕES;Residente;2
MS;TAIWAN, PROVINCIA DA CHINA;Residente;19
MS;GRÉCIA;Residente;8
MS;VIETINA;Residente;2
MS;HUNGRIA;Residente;3
MS;COSTA RICA;Temporário;1
MS;ITÁLIA;Temporário;5
MS;TOGO;Provisório;1
MS;URUGUAI;Temporário;3
MS;AZERBAIJÃO;Residente;2
MS;HONDURAS;Provisório;1
MS;MALI;Residente;2
MS;RÚSSIA;Temporário;1
MS;EL SALVADOR;Residente;5
MS;GUINÉ BISSAU;Provisório;1
MS;AFRICA DO SUL;Residente;2
MS;DINAMARCA;Temporário;1
MS;UNIÃO SOVIÉTICA;Residente;2
MS;REP. DOMINICANA;Temporário;3
MS;SÍRIA;Temporário;1
MS;TUNÍSIA;Provisório;2
MS;EGITO;Provisório;1
MS;ESTADOS UNIDOS;Provisório;1
MS;RÚSSIA;Provisório;2
MS;INDONÉSIA;Residente;4
MS;FILIPINAS;Provisório;1
MS;CONGO;Residente;2
MS;CAMARÕES;Provisório;1
MS;IUGUSLAVIA;Residente;2
MS;HUNGRIA;Temporário;1
MS;LETÔNIA;Residente;2
MS;NÍGER;Residente;1
MS;CORÉIA DO SUL;Temporário;2
MS;SUÍCA;Temporário;1
MS;GABÃO;Temporário;4
MS;LETÔNIA;Provisório;1
MS;REINO UNIDO;Temporário;1
MS;LUXEMBURGO;Residente;1
MS;NIGÉRIA;Provisório;1
MS;RUANDA;Residente;1
MG;CAZAQUISTÃO;Residente;1
MG;GUINÉ;Residente;4
MG;ARGENTINA;Provisório;7
MG;TOGO;Temporário;3
MG;EGITO;Temporário;1
MG;SUDÃO;Residente;3
MG;EGITO;Provisório;7
MG;NORUEGA;Temporário;3
AM;INDIA;Residente;94
AM;JAPÃO;Residente;1036
AM;PERU;Residente;3887
AM;MÉXICO;Residente;84
AM;PORTUGAL;Residente;516
AM;CHINA;Residente;394
